persid,most_used_mode
Y24H5950309P02,Vehicle Passenger
Y24H5950310P02,Tram
Y24H5950311P01,Bicycle
Y24H5950332P03,Walking
Y24H5950401P01,Train
Y24H5950401P02,Vehicle Driver
Y24H5950401P03,Vehicle Passenger
Y24H5950401P04,Vehicle Passenger
Y24H5950401P05,Vehicle Passenger
Y24H5950402P01,Walking
Y24H5950402P02,Vehicle Driver
Y24H5950402P03,Walking
Y24H5950402P04,Walking
Y24H5950407P01,Vehicle Passenger
Y24H5950407P02,Vehicle Driver
Y24H5950407P03,Vehicle Driver
Y24H5950407P04,Vehicle Passenger
Y24H5950407P05,Vehicle Passenger
Y24H5950407P06,Vehicle Passenger
Y24H5950407P07,Vehicle Passenger
Y24H5950408P01,Vehicle Driver
Y24H5950411P01,Vehicle Driver
Y24H5950411P02,Vehicle Driver
Y24H5950414P01,Vehicle Driver
Y24H5950415P04,Walking
Y24H5950417P01,Vehicle Driver
Y24H5950421P01,Vehicle Driver
Y24H5950422P01,Vehicle Passenger
Y24H5950424P03,Walking
Y24H5950427P01,Vehicle Driver
Y24H5950430P02,Vehicle Driver
Y24H5950431P01,Walking
Y24H5950431P02,Vehicle Driver
Y24H5950431P03,Vehicle Driver
Y24H5950431P05,Vehicle Passenger
Y24H5950433P01,Vehicle Driver
Y24H5950433P02,Vehicle Driver
Y24H5950433P03,Vehicle Driver
Y24H5950433P04,Train
Y24H5950436P01,Vehicle Driver
Y24H5950436P02,Vehicle Driver
Y24H5950438P01,Vehicle Driver
Y24H5950438P02,Vehicle Driver
Y24H5950440P01,Vehicle Driver
Y24H5950442P01,Vehicle Driver
Y24H5950442P02,Vehicle Driver
Y24H5950442P03,Vehicle Passenger
Y24H5950442P04,Vehicle Passenger
Y24H5950506P01,Vehicle Driver
Y24H5950507P01,Vehicle Driver
Y24H5950507P02,Vehicle Passenger
Y24H5950507P03,Vehicle Passenger
Y24H5950509P01,Vehicle Driver
Y24H5950509P02,Walking
Y24H5950509P03,Vehicle Passenger
Y24H5950510P01,Vehicle Driver
Y24H5950514P01,Vehicle Driver
Y24H5950516P01,Vehicle Driver
Y24H5950516P02,Vehicle Passenger
Y24H5950516P03,Vehicle Passenger
Y24H5950516P04,Vehicle Passenger
Y24H5950518P01,Vehicle Driver
Y24H5950518P02,Vehicle Driver
Y24H5950518P03,Vehicle Passenger
Y24H5950521P01,Vehicle Driver
Y24H5950521P02,Vehicle Passenger
Y24H5950522P01,Vehicle Driver
Y24H5950531P01,Vehicle Passenger
Y24H5950531P02,Walking
Y24H5950531P03,Vehicle Driver
Y24H5950531P04,Vehicle Driver
Y24H5970101P01,Vehicle Driver
Y24H5970105P01,Vehicle Driver
Y24H5970108P01,Vehicle Driver
Y24H5970108P02,Vehicle Driver
Y24H5970110P01,Vehicle Driver
Y24H5970111P01,Vehicle Driver
Y24H5970112P01,Vehicle Driver
Y24H5970114P01,Vehicle Passenger
Y24H5970114P02,Vehicle Driver
Y24H5970116P01,Vehicle Driver
Y24H5970117P02,Vehicle Driver
Y24H5970117P04,Vehicle Passenger
Y24H5970118P01,Vehicle Driver
Y24H5970120P01,Vehicle Driver
Y24H5970121P01,Vehicle Driver
Y24H5970121P02,Vehicle Driver
Y24H5970125P01,Vehicle Driver
Y24H5970125P02,Vehicle Passenger
Y24H5970125P03,Vehicle Passenger
Y24H5970125P04,Vehicle Passenger
Y24H5970126P01,Vehicle Driver
Y24H5970126P02,Vehicle Passenger
Y24H5970126P03,Vehicle Passenger
Y24H5970126P04,Vehicle Passenger
Y24H5970129P01,Vehicle Driver
Y24H5970133P01,Vehicle Driver
Y24H5970133P02,Vehicle Passenger
Y24H5970133P03,Vehicle Passenger
Y24H5970133P04,Vehicle Passenger
Y24H5970134P01,Walking
Y24H5970134P02,Vehicle Passenger
Y24H5970134P03,Vehicle Passenger
Y24H5970134P04,Vehicle Driver
Y24H5970134P05,Vehicle Driver
Y24H5970134P06,Vehicle Passenger
Y24H5970139P01,Vehicle Driver
Y24H5970139P02,Vehicle Driver
Y24H5970139P03,Vehicle Passenger
Y24H5970202P01,Vehicle Passenger
Y24H5970202P02,Vehicle Driver
Y24H5970202P03,Vehicle Driver
Y24H5970204P01,Vehicle Driver
Y24H5970210P01,Vehicle Driver
Y24H5970211P02,Vehicle Driver
Y24H5970212P01,Vehicle Driver
Y24H5970212P02,Vehicle Driver
Y24H5970214P01,Vehicle Driver
Y24H5970214P02,Vehicle Passenger
Y24H5970215P01,Vehicle Driver
Y24H5970215P02,Vehicle Passenger
Y24H5970215P03,Vehicle Passenger
Y24H5970215P04,Vehicle Passenger
Y24H5970216P01,Vehicle Driver
Y24H5970216P02,Vehicle Passenger
Y24H5970217P01,Vehicle Driver
Y24H5970217P02,Vehicle Passenger
Y24H5970219P02,Vehicle Driver
Y24H5970220P01,Walking
Y24H5970221P03,Vehicle Driver
Y24H5970224P01,Walking
Y24H5970224P02,Vehicle Driver
Y24H5970224P03,Walking
Y24H5970224P04,Walking
Y24H5970225P01,Vehicle Driver
Y24H5970225P02,Vehicle Driver
Y24H5970228P01,Vehicle Driver
Y24H5970228P02,Vehicle Passenger
Y24H5970231P01,Public Bus
Y24H5970231P02,Public Bus
Y24H5970237P01,Vehicle Driver
Y24H5970238P01,Train
Y24H5970238P02,Walking
Y24H5970241P01,Vehicle Driver
Y24H5970241P02,Vehicle Passenger
Y24H5970303P01,Walking
Y24H5970305P01,Walking
Y24H5970312P02,Train
Y24H5970321P01,Vehicle Driver
Y24H5970321P02,Vehicle Passenger
Y24H5970322P01,Bicycle
Y24H5970322P02,Vehicle Driver
Y24H5970322P03,Vehicle Passenger
Y24H5970324P01,Vehicle Driver
Y24H5970328P01,Walking
Y24H5970329P01,Vehicle Driver
Y24H5970333P01,Walking
Y24H5970333P02,Walking
Y24H5970335P01,Vehicle Driver
Y24H5970337P01,Vehicle Driver
Y24H5970339P01,Walking
Y24H5970341P01,Bicycle
Y24H5970341P02,Bicycle
Y24H5970404P01,Vehicle Passenger
Y24H5970404P02,Vehicle Driver
Y24H5970414P01,Vehicle Driver
Y24H5970414P02,Vehicle Passenger
Y24H5970421P02,Vehicle Driver
Y24H5970425P01,Vehicle Driver
Y24H5970425P02,Vehicle Driver
Y24H5970425P04,Vehicle Passenger
Y24H5970426P01,Vehicle Driver
Y24H5970427P01,Vehicle Driver
Y24H5970427P02,Vehicle Passenger
Y24H5970427P03,Vehicle Passenger
Y24H5970432P01,Train
Y24H5970432P02,Walking
Y24H5970432P03,Train
Y24H5970432P04,Walking
Y24H5970436P01,Vehicle Driver
Y24H5970436P02,Vehicle Passenger
Y24H5970442P01,Walking
Y24H5970442P03,Vehicle Driver
Y24H5970442P04,Plane
Y24H5980202P01,Vehicle Driver
Y24H5980202P02,Vehicle Driver
Y24H5980202P03,Vehicle Passenger
Y24H5980202P04,Vehicle Passenger
Y24H5980205P01,Vehicle Driver
Y24H5980205P02,Vehicle Passenger
Y24H5980206P01,Vehicle Driver
Y24H5980206P02,Vehicle Driver
Y24H5980208P01,Walking
Y24H5980211P01,Vehicle Driver
Y24H5980211P02,Vehicle Driver
Y24H5980211P03,Vehicle Driver
Y24H5980211P04,Train
Y24H5980212P01,Taxi
Y24H5980217P01,Walking
Y24H5980217P02,Vehicle Driver
Y24H5980217P03,Vehicle Driver
Y24H5980217P04,Walking
Y24H5980218P01,Walking
Y24H5980218P03,Walking
Y24H5980218P04,Walking
Y24H5980220P01,Vehicle Driver
Y24H5980220P02,Tram
Y24H5980222P01,Vehicle Driver
Y24H5980225P01,Walking
Y24H5980225P03,Train
Y24H5980227P01,Vehicle Driver
Y24H5980227P02,Vehicle Driver
Y24H5980227P03,Vehicle Driver
Y24H5980227P04,Vehicle Passenger
Y24H5980229P01,Vehicle Driver
Y24H5980233P01,Vehicle Driver
Y24H5980233P02,Vehicle Passenger
Y24H5980233P03,Tram
Y24H5980233P04,Tram
Y24H5980238P01,Vehicle Driver
Y24H5980301P01,Vehicle Driver
Y24H5980303P01,Vehicle Driver
Y24H5980303P03,Vehicle Passenger
Y24H5980304P01,Vehicle Driver
Y24H5980307P01,Vehicle Driver
Y24H5980307P02,Vehicle Driver
Y24H5980309P01,Vehicle Driver
Y24H5980309P02,Walking
Y24H5980309P03,Walking
Y24H5980309P04,Walking
Y24H5980317P01,Bicycle
Y24H5980317P02,Walking
Y24H5980317P03,Vehicle Passenger
Y24H5980317P04,Vehicle Passenger
Y24H5980317P05,Vehicle Passenger
Y24H5980318P01,Vehicle Passenger
Y24H5980318P02,Vehicle Driver
Y24H5980318P03,Vehicle Driver
Y24H5980318P04,Vehicle Driver
Y24H5980321P01,Walking
Y24H5980322P01,Vehicle Driver
Y24H5980322P02,Vehicle Passenger
Y24H5980322P03,Vehicle Passenger
Y24H5980325P01,Vehicle Passenger
Y24H5980331P01,Vehicle Driver
Y24H5980331P02,Vehicle Passenger
Y24H5980337P01,Bicycle
Y24H5980342P03,Train
Y24H5980409P01,Vehicle Driver
Y24H5980409P02,Train
Y24H5980410P01,Vehicle Driver
Y24H5980412P04,Vehicle Driver
Y24H5980426P01,Vehicle Driver
Y24H5980426P02,Public Bus
Y24H5980427P01,Vehicle Driver
Y24H5980427P02,Vehicle Driver
Y24H5980427P03,Vehicle Passenger
Y24H5980427P04,Vehicle Passenger
Y24H5980438P01,Vehicle Driver
Y24H5980438P02,Vehicle Passenger
Y24H5980438P03,Vehicle Passenger
Y24H5980438P04,Vehicle Passenger
Y24H5980501P01,Vehicle Driver
Y24H5980501P02,Vehicle Passenger
Y24H5980503P01,Train
Y24H5980509P01,Vehicle Driver
Y24H5980509P02,Vehicle Driver
Y24H5980509P03,Vehicle Passenger
Y24H5980509P04,Vehicle Passenger
Y24H5980511P01,Vehicle Driver
Y24H5980511P02,Vehicle Passenger
Y24H5980530P01,Vehicle Driver
Y24H5980530P02,Vehicle Passenger
Y24H5980530P03,Vehicle Passenger
Y24H5980530P04,Vehicle Passenger
Y24H5980532P01,Vehicle Driver
Y24H5980532P03,Vehicle Passenger
Y24H5980538P01,Vehicle Driver
Y24H5980538P02,Vehicle Passenger
Y24H5990201P01,Vehicle Driver
Y24H5990202P01,Walking
Y24H5990202P02,Vehicle Driver
Y24H5990203P01,Vehicle Driver
Y24H5990203P02,Vehicle Driver
Y24H5990209P02,Vehicle Driver
Y24H5990209P04,Vehicle Passenger
Y24H5990209P05,Vehicle Passenger
Y24H5990210P01,Vehicle Driver
Y24H5990210P02,Vehicle Driver
Y24H5990210P03,Vehicle Passenger
Y24H5990210P04,Vehicle Passenger
Y24H5990210P05,Vehicle Passenger
Y24H5990213P02,Vehicle Driver
Y24H5990213P03,Vehicle Passenger
Y24H5990213P04,Vehicle Passenger
Y24H5990216P01,Vehicle Driver
Y24H5990216P02,Vehicle Driver
Y24H5990216P03,Vehicle Passenger
Y24H5990216P04,Vehicle Passenger
Y24H5990217P01,Vehicle Driver
Y24H5990219P01,Vehicle Passenger
Y24H5990219P02,Vehicle Driver
Y24H5990219P03,Vehicle Passenger
Y24H5990219P04,Vehicle Passenger
Y24H5990222P01,Vehicle Driver
Y24H5990222P02,Train
Y24H5990222P03,Vehicle Passenger
Y24H5990225P01,Vehicle Driver
Y24H5990225P02,Vehicle Driver
Y24H5990227P01,Vehicle Passenger
Y24H5990227P02,Vehicle Driver
Y24H5990230P01,Vehicle Driver
Y24H5990230P04,Vehicle Passenger
Y24H5990230P05,Vehicle Passenger
Y24H5990231P01,Vehicle Driver
Y24H5990231P02,Vehicle Driver
Y24H5990231P03,Vehicle Driver
Y24H5990231P04,Vehicle Driver
Y24H5990232P01,Vehicle Driver
Y24H5990232P02,Vehicle Passenger
Y24H5990232P03,Vehicle Passenger
Y24H5990232P04,Vehicle Passenger
Y24H5990232P05,Vehicle Passenger
Y24H5990234P01,Vehicle Driver
Y24H5990234P02,Vehicle Passenger
Y24H5990236P02,Vehicle Driver
Y24H5990240P01,Vehicle Driver
Y24H5990240P02,Vehicle Driver
Y24H5990240P04,Vehicle Passenger
Y24H5990303P01,Vehicle Driver
Y24H5990303P02,Vehicle Passenger
Y24H5990304P01,Vehicle Driver
Y24H5990304P02,Vehicle Driver
Y24H5990304P03,Vehicle Driver
Y24H5990305P01,Vehicle Driver
Y24H5990308P01,Vehicle Driver
Y24H5990308P02,Vehicle Passenger
Y24H5990309P01,Vehicle Driver
Y24H5990311P01,Vehicle Driver
Y24H5990311P02,Vehicle Passenger
Y24H5990311P03,Walking
Y24H5990311P04,Walking
Y24H5990312P01,Vehicle Driver
Y24H5990312P02,Train
Y24H5990313P01,Vehicle Driver
Y24H5990313P02,Vehicle Passenger
Y24H5990314P01,Vehicle Driver
Y24H5990315P01,Vehicle Driver
Y24H5990315P02,Vehicle Driver
Y24H5990315P03,Vehicle Driver
Y24H5990315P04,Vehicle Driver
Y24H5990315P05,Vehicle Driver
Y24H5990317P01,Vehicle Driver
Y24H5990318P01,Vehicle Driver
Y24H5990321P01,Vehicle Driver
Y24H5990326P01,Vehicle Driver
Y24H5990326P02,Vehicle Passenger
Y24H5990326P03,Vehicle Passenger
Y24H5990326P04,Vehicle Passenger
Y24H5990327P01,Vehicle Driver
Y24H5990327P02,Vehicle Passenger
Y24H5990327P03,Vehicle Passenger
Y24H5990328P01,Vehicle Driver
Y24H5990328P02,Vehicle Passenger
Y24H5990333P01,Vehicle Driver
Y24H5990333P02,Vehicle Passenger
Y24H5990333P03,Vehicle Passenger
Y24H5990334P01,Vehicle Driver
Y24H5990334P02,Vehicle Driver
Y24H5990337P01,Vehicle Driver
Y24H5990340P01,Vehicle Driver
Y24H5990340P02,Vehicle Driver
Y24H5990340P03,Vehicle Passenger
Y24H5990340P04,Vehicle Passenger
Y24H5990341P01,Vehicle Passenger
Y24H5990341P02,Vehicle Driver
Y24H5990341P03,Vehicle Passenger
Y24H5990402P01,Vehicle Driver
Y24H5990402P02,Train
Y24H5990403P01,Vehicle Driver
Y24H5990405P02,Vehicle Driver
Y24H5990409P01,Vehicle Passenger
Y24H5990413P01,Vehicle Driver
Y24H5990413P02,Vehicle Passenger
Y24H5990416P01,Vehicle Driver
Y24H5990416P02,Walking
Y24H5990416P03,Walking
Y24H5990418P02,Vehicle Driver
Y24H5990420P01,Rideshare Service
Y24H5990420P02,Vehicle Driver
Y24H5990422P01,Vehicle Driver
Y24H5990422P02,Public Bus
Y24H5990438P01,Vehicle Driver
Y24H5990439P01,Vehicle Driver
Y24H5990439P02,Vehicle Passenger
Y24H5990501P02,Other
Y24H5990508P01,Vehicle Passenger
Y24H5990508P02,Vehicle Driver
Y24H5990509P01,Vehicle Driver
Y24H5990509P02,Vehicle Driver
Y24H5990509P03,Vehicle Passenger
Y24H5990512P01,Rideshare Service
Y24H5990512P02,Vehicle Driver
Y24H5990512P04,Vehicle Passenger
Y24H5990514P01,Vehicle Driver
Y24H5990522P01,Vehicle Driver
Y24H5990522P02,Vehicle Driver
Y24H5990523P01,Vehicle Passenger
Y24H5990523P02,Vehicle Passenger
Y24H5990523P03,Vehicle Passenger
Y24H5990527P01,Vehicle Driver
Y24H5990527P02,Vehicle Passenger
Y24H5990527P04,Vehicle Passenger
Y24H5990531P01,Taxi
Y24H5990533P01,Vehicle Driver
Y24H5990533P02,Train
Y24H5990537P01,Bicycle
Y24H5990539P01,Walking
Y24H5990539P02,Vehicle Driver
Y24H6000202P01,Vehicle Driver
Y24H6000202P02,Vehicle Driver
Y24H6000202P03,Vehicle Passenger
Y24H6000205P01,Vehicle Passenger
Y24H6000205P02,Bicycle
Y24H6000211P01,Walking
Y24H6000211P02,Vehicle Driver
Y24H6000211P03,Vehicle Passenger
Y24H6000211P04,Vehicle Passenger
Y24H6000212P01,Vehicle Driver
Y24H6000212P02,Vehicle Driver
Y24H6000213P01,Walking
Y24H6000213P02,Walking
Y24H6000214P01,Vehicle Driver
Y24H6000214P02,Vehicle Driver
Y24H6000217P01,Vehicle Driver
Y24H6000217P02,Public Bus
Y24H6000217P03,Vehicle Passenger
Y24H6000220P01,Vehicle Driver
Y24H6000220P02,Vehicle Passenger
Y24H6000221P01,Vehicle Driver
Y24H6000221P03,Vehicle Passenger
Y24H6000224P01,Vehicle Driver
Y24H6000224P02,Vehicle Passenger
Y24H6000227P01,Vehicle Driver
Y24H6000228P01,Vehicle Driver
Y24H6000228P02,Vehicle Driver
Y24H6000229P01,Vehicle Driver
Y24H6000229P02,Public Bus
Y24H6000230P02,Vehicle Driver
Y24H6000231P01,Vehicle Driver
Y24H6000236P01,Vehicle Driver
Y24H6000241P01,Vehicle Driver
Y24H6000241P02,Vehicle Passenger
Y24H6000242P01,Vehicle Driver
Y24H6000242P02,Vehicle Passenger
Y24H6000326P01,Walking
Y24H6000328P01,Vehicle Driver
Y24H6000329P02,Tram
Y24H6000337P01,Vehicle Driver
Y24H6000337P02,Vehicle Driver
Y24H6000338P01,Walking
Y24H6000338P02,Tram
Y24H6000338P03,Rideshare Service
Y24H6000340P01,Vehicle Driver
Y24H6000340P02,Vehicle Passenger
Y24H6000342P02,Vehicle Passenger
Y24H6000501P02,Train
Y24H6000505P03,Vehicle Driver
Y24H6000506P01,Walking
Y24H6000507P01,Vehicle Driver
Y24H6000511P01,Vehicle Driver
Y24H6000515P02,Vehicle Driver
Y24H6000516P02,Vehicle Driver
Y24H6000524P01,Vehicle Driver
Y24H6000524P02,Vehicle Passenger
Y24H6000529P02,Vehicle Driver
Y24H6000534P01,Vehicle Passenger
Y24H6000536P03,Vehicle Driver
Y24H6000537P01,Vehicle Driver
Y24H6000537P03,Vehicle Passenger
Y24H6010102P02,Vehicle Driver
Y24H6010102P03,Vehicle Passenger
Y24H6010105P01,Vehicle Driver
Y24H6010105P02,Vehicle Driver
Y24H6010108P01,Vehicle Driver
Y24H6010108P02,Vehicle Passenger
Y24H6010109P01,Vehicle Driver
Y24H6010111P01,Vehicle Driver
Y24H6010111P02,Vehicle Driver
Y24H6010111P03,Vehicle Driver
Y24H6010113P01,Vehicle Driver
Y24H6010113P02,Vehicle Driver
Y24H6010113P03,Vehicle Passenger
Y24H6010113P04,Vehicle Passenger
Y24H6010113P05,Vehicle Passenger
Y24H6010119P01,Vehicle Driver
Y24H6010121P01,Vehicle Driver
Y24H6010121P02,Vehicle Driver
Y24H6010121P03,Vehicle Passenger
Y24H6010121P04,Vehicle Passenger
Y24H6010124P01,Vehicle Driver
Y24H6010124P02,Vehicle Driver
Y24H6010124P03,Vehicle Passenger
Y24H6010124P04,Vehicle Passenger
Y24H6010125P01,Vehicle Driver
Y24H6010125P02,Vehicle Driver
Y24H6010125P03,Vehicle Driver
Y24H6010127P01,Vehicle Driver
Y24H6010127P02,Vehicle Driver
Y24H6010130P01,Vehicle Driver
Y24H6010132P01,Vehicle Driver
Y24H6010132P02,Vehicle Driver
Y24H6010134P01,Vehicle Driver
Y24H6010134P02,Vehicle Driver
Y24H6010134P03,Vehicle Driver
Y24H6010134P04,Vehicle Driver
Y24H6010134P05,Vehicle Passenger
Y24H6010138P02,Vehicle Driver
Y24H6010206P01,Vehicle Driver
Y24H6010206P02,Vehicle Driver
Y24H6010207P01,Vehicle Driver
Y24H6010209P01,Vehicle Driver
Y24H6010209P02,Vehicle Driver
Y24H6010209P03,Walking
Y24H6010209P04,Vehicle Passenger
Y24H6010213P01,Vehicle Driver
Y24H6010213P02,Vehicle Driver
Y24H6010216P01,Vehicle Driver
Y24H6010216P02,Vehicle Driver
Y24H6010216P03,Vehicle Passenger
Y24H6010216P04,Vehicle Passenger
Y24H6010216P05,Vehicle Passenger
Y24H6010217P01,Vehicle Driver
Y24H6010217P02,Vehicle Driver
Y24H6010217P04,Vehicle Passenger
Y24H6010218P02,Vehicle Driver
Y24H6010218P03,Vehicle Passenger
Y24H6010218P04,Vehicle Passenger
Y24H6010222P01,Walking
Y24H6010222P03,Walking
Y24H6010222P04,Walking
Y24H6010223P01,Vehicle Passenger
Y24H6010223P02,Vehicle Passenger
Y24H6010223P03,Vehicle Passenger
Y24H6010224P01,Vehicle Driver
Y24H6010224P02,Vehicle Passenger
Y24H6010224P03,Vehicle Passenger
Y24H6010226P01,Vehicle Driver
Y24H6010226P02,Public Bus
Y24H6010227P01,Vehicle Driver
Y24H6010227P02,Vehicle Driver
Y24H6010228P01,Vehicle Driver
Y24H6010231P01,Vehicle Driver
Y24H6010231P04,Train
Y24H6010231P05,Vehicle Passenger
Y24H6010231P06,Vehicle Passenger
Y24H6010233P01,Vehicle Driver
Y24H6010240P01,Vehicle Passenger
Y24H6010240P02,Vehicle Driver
Y24H6010503P01,Vehicle Driver
Y24H6010505P01,Vehicle Driver
Y24H6010505P02,Vehicle Driver
Y24H6010505P03,Vehicle Passenger
Y24H6010505P04,Vehicle Passenger
Y24H6010511P01,Vehicle Driver
Y24H6010513P01,Walking
Y24H6010516P01,Vehicle Driver
Y24H6010521P01,Vehicle Driver
Y24H6010523P02,Vehicle Driver
Y24H6010534P01,Vehicle Passenger
Y24H6010534P02,Vehicle Driver
Y24H6010534P03,Vehicle Passenger
Y24H6010535P02,Vehicle Driver
Y24H6010536P01,Vehicle Driver
Y24H6010537P01,Vehicle Passenger
Y24H6010540P01,Vehicle Driver
Y24H6010540P02,Vehicle Passenger
Y24H6010540P03,Vehicle Passenger
Y24H6020201P01,Vehicle Driver
Y24H6020201P02,Vehicle Passenger
Y24H6020201P03,School Bus
Y24H6020201P04,School Bus
Y24H6020202P01,Vehicle Driver
Y24H6020202P02,Vehicle Driver
Y24H6020203P01,Vehicle Driver
Y24H6020203P02,Vehicle Driver
Y24H6020205P02,Vehicle Driver
Y24H6020206P01,Vehicle Driver
Y24H6020206P02,Vehicle Passenger
Y24H6020208P01,Vehicle Driver
Y24H6020208P02,Vehicle Driver
Y24H6020209P02,Vehicle Driver
Y24H6020211P01,Vehicle Driver
Y24H6020213P01,Vehicle Driver
Y24H6020216P01,Vehicle Driver
Y24H6020218P01,Vehicle Driver
Y24H6020218P02,Vehicle Passenger
Y24H6020220P01,Vehicle Driver
Y24H6020226P01,Vehicle Passenger
Y24H6020226P02,Vehicle Driver
Y24H6020227P01,Vehicle Driver
Y24H6020231P01,Vehicle Driver
Y24H6020231P02,Vehicle Driver
Y24H6020231P04,Vehicle Passenger
Y24H6020234P01,Walking
Y24H6020236P01,Vehicle Driver
Y24H6020302P01,Vehicle Driver
Y24H6020302P02,Vehicle Driver
Y24H6020302P03,Vehicle Driver
Y24H6020307P01,Vehicle Driver
Y24H6020308P02,Vehicle Driver
Y24H6020310P01,Walking
Y24H6020312P01,Vehicle Driver
Y24H6020312P02,Vehicle Driver
Y24H6020312P03,Vehicle Passenger
Y24H6020312P04,Vehicle Passenger
Y24H6020312P05,Vehicle Passenger
Y24H6020313P01,Vehicle Passenger
Y24H6020313P02,Vehicle Driver
Y24H6020314P01,Vehicle Driver
Y24H6020316P01,Vehicle Driver
Y24H6020319P01,Vehicle Driver
Y24H6020320P01,Walking
Y24H6020322P01,Walking
Y24H6020322P02,Walking
Y24H6020325P01,Vehicle Driver
Y24H6020326P01,Vehicle Driver
Y24H6020326P02,Vehicle Driver
Y24H6020327P01,Vehicle Driver
Y24H6020328P01,Vehicle Driver
Y24H6020328P02,Vehicle Driver
Y24H6020328P03,Vehicle Passenger
Y24H6020328P04,Vehicle Passenger
Y24H6020329P01,Rideshare Service
Y24H6020329P02,Rideshare Service
Y24H6020330P01,Running/jogging
Y24H6020330P02,Walking
Y24H6020330P03,Vehicle Driver
Y24H6020332P01,Motorcycle
Y24H6020332P02,Vehicle Driver
Y24H6020333P01,Vehicle Driver
Y24H6020333P02,Walking
Y24H6020333P03,Bicycle
Y24H6020333P04,Vehicle Passenger
Y24H6020337P01,Vehicle Driver
Y24H6020337P02,Train
Y24H6020337P03,Train
Y24H6020338P01,Bicycle
Y24H6020338P02,Vehicle Driver
Y24H6020338P03,Bicycle
Y24H6020340P01,Vehicle Passenger
Y24H6020340P02,Vehicle Driver
Y24H6020404P01,Vehicle Passenger
Y24H6020404P02,Vehicle Driver
Y24H6020404P03,Vehicle Driver
Y24H6020404P04,Train
Y24H6020405P01,Vehicle Driver
Y24H6020405P02,Vehicle Passenger
Y24H6020405P03,Vehicle Passenger
Y24H6020405P04,Vehicle Passenger
Y24H6020406P01,Vehicle Driver
Y24H6020406P02,Vehicle Passenger
Y24H6020406P04,Vehicle Passenger
Y24H6020406P05,Vehicle Passenger
Y24H6020409P01,Vehicle Driver
Y24H6020409P03,Vehicle Passenger
Y24H6020409P04,Walking
Y24H6020412P01,Vehicle Driver
Y24H6020414P01,Vehicle Driver
Y24H6020414P02,Vehicle Passenger
Y24H6020417P01,Vehicle Passenger
Y24H6020417P02,Vehicle Driver
Y24H6020419P01,Vehicle Driver
Y24H6020424P01,Public Bus
Y24H6020424P02,Vehicle Driver
Y24H6020424P03,Vehicle Driver
Y24H6020424P04,Vehicle Passenger
Y24H6020424P05,Vehicle Passenger
Y24H6020426P01,Taxi
Y24H6020427P01,Vehicle Passenger
Y24H6020427P02,Vehicle Driver
Y24H6020432P01,Vehicle Driver
Y24H6020432P02,Bicycle
Y24H6020432P03,Vehicle Driver
Y24H6020432P04,Bicycle
Y24H6020432P05,Bicycle
Y24H6020433P01,Vehicle Driver
Y24H6020434P01,Vehicle Driver
Y24H6020437P01,Vehicle Passenger
Y24H6020437P02,Vehicle Driver
Y24H6020438P02,Vehicle Driver
Y24H6020439P01,Vehicle Driver
Y24H6020439P02,Vehicle Driver
Y24H6020440P01,Vehicle Driver
Y24H6020440P02,Vehicle Passenger
Y24H6020441P01,Vehicle Driver
Y24H6020441P02,Bicycle
Y24H6020501P01,Vehicle Driver
Y24H6020501P02,Walking
Y24H6020502P02,Vehicle Driver
Y24H6020503P01,Vehicle Driver
Y24H6020506P01,Walking
Y24H6020507P01,Walking
Y24H6020507P02,Walking
Y24H6020508P01,Vehicle Driver
Y24H6020508P02,Vehicle Driver
Y24H6020508P03,Vehicle Passenger
Y24H6020508P04,Vehicle Passenger
Y24H6020508P05,Vehicle Passenger
Y24H6020509P01,Vehicle Driver
Y24H6020509P02,Vehicle Driver
Y24H6020509P03,Vehicle Passenger
Y24H6020509P05,Vehicle Driver
Y24H6020511P01,Vehicle Passenger
Y24H6020511P02,Vehicle Driver
Y24H6020511P03,Walking
Y24H6020512P01,Vehicle Driver
Y24H6020515P01,Vehicle Driver
Y24H6020515P02,Vehicle Driver
Y24H6020518P01,Vehicle Driver
Y24H6020518P02,Vehicle Driver
Y24H6020521P01,Vehicle Passenger
Y24H6020521P02,Vehicle Driver
Y24H6020522P02,Train
Y24H6020527P01,Vehicle Driver
Y24H6020527P02,Vehicle Driver
Y24H6020532P01,Vehicle Driver
Y24H6020532P02,Vehicle Driver
Y24H6020534P01,Vehicle Driver
Y24H6020536P01,Walking
Y24H6020536P02,School Bus
Y24H6020536P03,School Bus
Y24H6020538P02,Vehicle Driver
Y24H6020538P03,Vehicle Passenger
Y24H6020540P01,Vehicle Driver
Y24H6020540P02,Vehicle Passenger
Y24H6026107P01,Vehicle Driver
Y24H6026107P02,Vehicle Driver
Y24H6026108P01,Vehicle Driver
Y24H6026110P02,Vehicle Driver
Y24H6026115P01,Vehicle Passenger
Y24H6026115P02,Vehicle Driver
Y24H6026116P01,Walking
Y24H6026116P02,Vehicle Driver
Y24H6026120P01,Vehicle Driver
Y24H6026120P02,Vehicle Driver
Y24H6026121P01,Walking
Y24H6026123P01,Vehicle Driver
Y24H6026123P02,Vehicle Driver
Y24H6026124P01,Vehicle Driver
Y24H6026128P01,Vehicle Driver
Y24H6026128P02,Vehicle Passenger
Y24H6026131P01,Vehicle Passenger
Y24H6026132P01,Vehicle Driver
Y24H6026132P02,Vehicle Driver
Y24H6026132P03,Vehicle Passenger
Y24H6026132P04,Vehicle Passenger
